Unnamed: 0,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
966.9045901877862,MSI,Workstation,17.3,Quad HD+ 3200x1800,Intel Core i3 7100U 2.4GHz,8GB,256GB SSD +  2TB HDD,Intel HD Graphics 615,No OS,1.16kg,170945.29069097785
520.4673886032734,Chuwi,Netbook,12,Touchscreen / Quad HD+ 3200x1800,Intel Celeron Dual Core N3350 1.1GHz,6GB,64GB Flash Storage +  1TB HDD,Intel HD Graphics 405,No OS,3.42kg,53144.63855291366
215.88036777591518,MSI,Gaming,12.3,IPS Panel Full HD / Touchscreen 1920x1080,AMD E-Series 7110 1.8GHz,4GB,256GB Flash Storage,Nvidia GeForce GTX1060,No OS,3.31kg,162313.792766818
308.89054078700536,Xiaomi,Ultrabook,13.3,1920x1080,Intel Core i3 6100U 2.1GHz,16GB,64GB Flash Storage,Nvidia GeForce GT 940MX,Chrome OS,2.8kg,190586.05747882574
1059.378031816746,Lenovo,2 in 1 Convertible,31.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,AMD FX 9830P 3GHz,2GB,128GB Flash Storage,Nvidia GeForce GTX1080,Chrome OS,3.6kg,75768.69842064557
1135.2433832670233,Fujitsu,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2560x1440,Intel Celeron Dual Core N3350 1.1GHz,12GB,32GB Flash Storage,Intel Graphics 620,Windows 10,3.78kg,263520.08178886585
484.46150924103284,Toshiba,Netbook,12.3,IPS Panel Retina Display 2880x1800,Intel Xeon E3-1535M v6 3.1GHz,8GB,16GB Flash Storage,AMD Radeon R3,Linux,2.03kg,78937.12464883443
305.971576365426,Vero,Ultrabook,15.6,IPS Panel Retina Display 2560x1600,Intel Celeron Dual Core N3350 2.0GHz,32GB,64GB Flash Storage,AMD Radeon R7 M460,Chrome OS,1.76kg,254206.64039692632
784.3116656079626,Dell,2 in 1 Convertible,15,1440x900,Intel Core M 6Y75 1.2GHz,2GB,128GB SSD +  1TB HDD,Nvidia Quadro M620M,No OS,1.31kg,33068.80679492748
1174.6295677408732,Apple,Ultrabook,17.3,Touchscreen / Full HD 1920x1080,Intel Core i5 7500U 2.7GHz,16GB,512GB SSD +  512GB SSD,Nvidia GeForce 930M,Windows 10,2.34kg,266260.00347962725
1132.340582683596,Fujitsu,Netbook,13.5,4K Ultra HD / Touchscreen 3840x2160,Intel Celeron Quad Core N3710 1.6GHz,1GB,128GB SSD,AMD FirePro W5130M,Windows 10 S,11.1kg,65878.85541811348
676.9576860718684,Xiaomi,Workstation,15.4,IPS Panel Full HD 2560x1440,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD +  256GB SSD,Nvidia GeForce 920,Chrome OS,2.08kg,137975.92258496778
862.9601766222632,Google,Netbook,15.6,IPS Panel Retina Display 2880x1800,Intel Core i5 7200U 2.70GHz,8GB,32GB Flash Storage,Nvidia GeForce GT 940MX,Mac OS X,2.63kg,198716.63709786625
234.38313947785178,Apple,Gaming,13.3,2560x1440,AMD E-Series E2-9000 2.2GHz,16GB,32GB HDD,Nvidia GeForce GTX 980M,Windows 10,11.1kg,167613.00802698513
738.9802053996394,Asus,Ultrabook,?,Quad HD+ 3200x1800,Intel Celeron Dual Core N3060 1.60GHz,8GB,64GB Flash Storage +  1TB HDD,AMD R4 Graphics,Android,2.32kg,294131.78502546926
380.9785977186135,Dell,2 in 1 Convertible,12,Touchscreen 2560x1440,Intel Core i5 8250U 1.6GHz,8GB,1TB SSD,Intel HD Graphics 515,Linux,1.55kg,160299.55660219546
297.8134090673629,HP,Workstation,13.9,IPS Panel Touchscreen 2400x1600,Intel Core i5 7500U 2.7GHz,24GB,180GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 7,4kg,304040.1616932099
532.2933609064067,Mediacom,Workstation,27.3,IPS Panel Retina Display 2304x1440,Intel Pentium Quad Core N3710 1.6GHz,24GB,?,AMD Radeon 540,Windows 7,4.36kg,85787.86771494724
754.5419046415701,MSI,2 in 1 Convertible,15.4,Touchscreen 2256x1504,Intel Core i5 2.3GHz,16GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.86kg,300626.2288620788
405.7924803287862,Mediacom,2 in 1 Convertible,15.4,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,32GB,512GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 1050 Ti,Mac OS X,1.05kg,192478.46600899802
683.0622298328618,Fujitsu,2 in 1 Convertible,15,IPS Panel 4K Ultra HD 3840x2160,Intel Core i5 2.3GHz,16GB,?,Intel HD Graphics 620,Linux,2.65kg,212255.44003424156
21.376107223413708,Huawei,2 in 1 Convertible,27.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7660U 2.5GHz,1GB,64GB Flash Storage,Intel HD Graphics 510,No OS,0.98kg,75922.33964420696
506.8518547523236,HP,Notebook,17.3,Quad HD+ / Touchscreen 3200x1800,Intel Xeon E3-1505M V6 3GHz,12GB,512GB SSD +  1TB HDD,AMD Radeon R7 M465,Windows 10,1.19kg,250105.89760276026
116.5876217156827,Acer,Workstation,13.9,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HK 2.7GHz,24GB,500GB HDD,Intel HD Graphics 5300,Windows 10 S,11.1kg,74883.56226850183
1024.6944558564583,Asus,Notebook,13.3,Touchscreen / Quad HD+ 3200x1800,AMD A6-Series A6-9220 2.5GHz,2GB,240GB SSD,AMD Radeon 520,Windows 10,3.25kg,230183.39793304665
421.74074023856053,Xiaomi,Gaming,12.5,IPS Panel Full HD 1920x1200,AMD A8-Series 7410 2.2GHz,2GB,?,Nvidia GeForce GTX 1060,Windows 10 S,4.7kg,307253.1070313489
120.13098227304825,Apple,Ultrabook,?,IPS Panel Touchscreen 2560x1440,Intel Core i5 3.1GHz,12GB,512GB SSD +  256GB SSD,Intel Graphics 620,Android,3.0kg,279717.0416069973
133.13840720530777,Samsung,Netbook,14,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6560U 2.2GHz,8GB,256GB Flash Storage,AMD FirePro W6150M,Linux,1.19kg,57512.73517724374
1071.70436582735,Samsung,Workstation,31.6,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 1.8GHz,64GB,64GB Flash Storage +  1TB HDD,Intel HD Graphics 5300,Chrome OS,2.67kg,61752.071091601094
143.16087694210006,Samsung,Notebook,13.3,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 8650U 1.9GHz,32GB,512GB SSD +  512GB SSD,AMD Radeon 540,Mac OS X,2.29kg,35672.845605096234
348.89269729551825,Toshiba,Notebook,12,Touchscreen / Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,?,AMD Radeon Pro 455,Windows 10,7.2kg,271349.1726604919
1136.2148516529446,Razer,2 in 1 Convertible,10.1,Touchscreen / Quad HD+ 3200x1800,AMD E-Series E2-6110 1.5GHz,64GB,256GB SSD,Nvidia GeForce GTX1050 Ti,Android,1.29kg,241138.07376077658
20.992860439267996,Razer,2 in 1 Convertible,31.6,IPS Panel Retina Display 2560x1600,Intel Core i7 2.2GHz,24GB,1.0TB HDD,Nvidia Quadro M2200,Windows 10 S,4.6kg,75324.31175381628
1126.5489476364282,Huawei,2 in 1 Convertible,14.1,IPS Panel Full HD / Touchscreen 1920x1080,AMD A8-Series 7410 2.2GHz,8GB,32GB SSD,AMD FirePro W6150M,Windows 7,4.7kg,304627.46820451674
328.2256543876654,Samsung,Ultrabook,11.6,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.7GHz,1GB,180GB SSD,Nvidia GeForce GTX 1050Ti,macOS,1.48kg,155434.29409662218
962.8256720368167,Vero,2 in 1 Convertible,17.3,Touchscreen / Quad HD+ 3200x1800,Intel Xeon E3-1505M V6 3GHz,32GB,256GB SSD +  2TB HDD,Nvidia GeForce 940MX,Windows 10 S,3.52kg,68753.1443189722
136.5958605281272,Chuwi,Netbook,13.9,IPS Panel Quad HD+ / Touchscreen 3200x1800,AMD A6-Series 7310 2GHz,12GB,512GB SSD +  1TB HDD,Nvidia Quadro M500M,macOS,2.59kg,31260.419438593468
1224.0239385036678,Google,Netbook,24,IPS Panel Touchscreen 1366x768,Intel Core M m3-7Y30 2.2GHz,64GB,240GB SSD,Intel Iris Pro Graphics,No OS,2.8kg,218808.54142267536
1223.2412987652601,HP,Gaming,11.6,IPS Panel 2560x1440,AMD A12-Series 9720P 3.6GHz,64GB,500GB HDD,AMD Radeon R5 M330,Windows 10,2.83kg,82390.40126693826
991.1165568938525,LG,Notebook,11.3,IPS Panel Full HD 2560x1440,Intel Core i5 3.1GHz,6GB,512GB SSD +  512GB SSD,Nvidia GeForce MX150,macOS,1.54kg,56245.42448725311
790.980559331762,Lenovo,Netbook,17,Quad HD+ 3200x1800,Samsung Cortex A72&A53 2.0GHz,12GB,512GB SSD +  256GB SSD,Intel HD Graphics 6000,No OS,1.64kg,152331.67030354714
1178.7763186681339,HP,Netbook,17.3,2560x1440,AMD A6-Series 9220 2.9GHz,4GB,256GB Flash Storage,AMD FirePro W5130M,Chrome OS,2.1kg,91472.32283560076
158.2150144807554,Apple,Notebook,11.6,IPS Panel Touchscreen 2400x1600,Intel Core i5 1.3GHz,4GB,64GB SSD,Intel HD Graphics 510,Chrome OS,4.4kg,203249.68999363005
1049.5835174195608,HP,2 in 1 Convertible,10.1,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,6GB,256GB SSD +  256GB SSD,Nvidia GeForce GTX 960M,Windows 10,3.2kg,162413.5630877133
825.2154614192516,Vero,Workstation,12.3,IPS Panel Touchscreen 2400x1600,Intel Pentium Dual Core 4405U 2.1GHz,8GB,128GB SSD +  1TB HDD,Intel Iris Graphics 550,Mac OS X,1.08kg,276658.2880209112
971.3302971483379,Razer,2 in 1 Convertible,11.6,IPS Panel Quad HD+ 3200x1800,Intel Core M 6Y30 0.9GHz,4GB,1TB HDD +  1TB HDD,AMD Radeon R7,Chrome OS,2.6kg,269120.20881541754
394.33960747335317,MSI,Gaming,13.3,2560x1440,Intel Core M 1.2GHz,2GB,32GB HDD,Nvidia GeForce MX150,Android,1.16kg,81932.5951013702
755.386050902538,Asus,Netbook,11.6,1600x900,Intel Core i5 2.3GHz,16GB,64GB Flash Storage,AMD Radeon R7,No OS,1.26kg,161343.0822337324
1055.9847323491213,Mediacom,2 in 1 Convertible,15.6,IPS Panel Touchscreen 2560x1440,Intel Pentium Quad Core N4200 1.1GHz,24GB,500GB HDD,AMD Radeon R2,Windows 10,3.52kg,215362.86881167474
355.05550311790324,Apple,Notebook,12,IPS Panel Touchscreen 2400x1600,Intel Core i7 7600U 2.8GHz,1GB,1.0TB Hybrid,Intel Iris Graphics 540,Mac OS X,1.47kg,157038.65683830116
333.46824880580584,Microsoft,2 in 1 Convertible,14.1,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7660U 2.5GHz,1GB,512GB SSD +  512GB SSD,Nvidia GeForce GTX 970M,Windows 7,4.6kg,142396.3065489381
820.3519734529497,Lenovo,Netbook,14.1,Touchscreen 2560x1440,AMD A9-Series A9-9420 3GHz,12GB,32GB HDD,Nvidia GeForce GTX 1050 Ti,No OS,1.87kg,36797.78877790357
599.1576406619914,Xiaomi,Workstation,?,IPS Panel Quad HD+ 3200x1800,Intel Core M M3-6Y30 0.9GHz,2GB,512GB SSD +  512GB SSD,Nvidia Quadro M1200,Windows 7,2.67kg,114389.87513691434
304.31361087943145,Toshiba,2 in 1 Convertible,33.5,Quad HD+ 3200x1800,AMD A8-Series 7410 2.2GHz,1GB,1TB SSD +  1TB HDD,AMD Radeon 520,Windows 10 S,1.88kg,161340.98919425608
110.09480031581934,Lenovo,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core M 1.1GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon R5 M420X,Windows 10 S,2.29kg,175282.46801371785
775.2881703312735,LG,Workstation,12.5,IPS Panel Quad HD+ / Touchscreen 3200x1800,AMD A6-Series 9220 2.5GHz,64GB,128GB SSD +  2TB HDD,AMD Radeon Pro 555,Chrome OS,2.591kg,295071.77746101614
787.160494114695,Toshiba,Notebook,13,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 2.8GHz,16GB,256GB Flash Storage,Intel HD Graphics 505,Windows 7,2.09kg,228079.29782593713
943.5604644397974,Microsoft,Workstation,13.9,IPS Panel Touchscreen 2400x1600,Intel Pentium Quad Core N3700 1.6GHz,6GB,500GB HDD,Nvidia GeForce GTX 930MX,macOS,1.252kg,114186.18302040096
234.0737223833977,Toshiba,Workstation,14,IPS Panel Retina Display 2880x1800,Intel Core i5 7500U 2.7GHz,8GB,512GB SSD +  1TB HDD,AMD Radeon Pro 560,No OS,1.87kg,89463.12788141606
885.6285808987897,Apple,Ultrabook,31.6,Touchscreen / 4K Ultra HD 3840x2160,AMD A6-Series 9220 2.5GHz,4GB,256GB SSD +  2TB HDD,Intel HD Graphics 400,Windows 7,4.4kg,270107.97497589345
442.25885231725636,Samsung,Ultrabook,11.3,1600x900,Intel Celeron Dual Core N3350 1.1GHz,2GB,1.0TB Hybrid,Intel Iris Plus Graphics 650,Linux,2.73kg,191468.62682495004
838.0926229621836,LG,Ultrabook,11.6,4K Ultra HD 3840x2160,Intel Core i7 2.8GHz,32GB,32GB HDD,AMD Radeon RX 560,Windows 10 S,1.49kg,176596.76298377902
557.3803169177187,Acer,2 in 1 Convertible,17.3,Touchscreen 1366x768,Intel Core i7 6500U 2.50GHz,8GB,128GB HDD,Intel Iris Plus Graphics 650,macOS,1.78kg,245995.82302234918
934.4833078214011,Google,Ultrabook,17,Touchscreen 1366x768,Intel Core i7 6600U 2.6GHz,8GB,512GB Flash Storage,Nvidia GeForce 920M,Android,2.67kg,238711.00555245584
123.04701380664979,Apple,Gaming,14.1,IPS Panel Full HD 2560x1440,Intel Core i5 6440HQ 2.6GHz,2GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 960<U+039C>,Chrome OS,2.07kg,286648.4189462428
82.51082448744206,Chuwi,Gaming,12.5,2560x1440,Intel Core i7 6600U 2.6GHz,12GB,128GB SSD +  1TB HDD,AMD Radeon R2 Graphics,Windows 10 S,2.71kg,213048.7510903288
365.698910125343,Apple,Workstation,17,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 1.6GHz,6GB,256GB SSD +  256GB SSD,Nvidia GeForce 920M,Mac OS X,1.78kg,113127.91968226455
182.91179524902458,Asus,Netbook,12,IPS Panel Full HD 2560x1440,Intel Celeron Dual Core N3060 1.6GHz,32GB,256GB Flash Storage,Nvidia GeForce GTX 940MX,Windows 10,1.83kg,142600.71914389607
232.07999607923392,Huawei,Notebook,?,Touchscreen 2560x1440,Intel Core M M3-6Y30 0.9GHz,6GB,128GB SSD +  2TB HDD,Nvidia Quadro 3000M,Linux,2.72kg,226042.9763993346
1031.9830893478108,Mediacom,Gaming,27.3,1920x1080,AMD A6-Series A6-9220 2.5GHz,2GB,512GB Flash Storage,AMD Radeon R7 M440,Chrome OS,1.32kg,190822.73559861048
478.99847976276556,Vero,Notebook,35.6,Touchscreen / 4K Ultra HD 3840x2160,Intel Pentium Quad Core N4200 1.1GHz,8GB,128GB SSD +  1TB HDD,Intel HD Graphics 620,Linux,8.23kg,182708.89495139717
1297.1182474425468,Acer,Notebook,13,IPS Panel Retina Display 2304x1440,Intel Core i7 7700HQ 2.7GHz,12GB,128GB SSD +  2TB HDD,Nvidia GeForce GTX 965M,Android,1.78kg,251102.89990097648
1166.1732759266688,Huawei,Notebook,12.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 2.9GHz,6GB,64GB Flash Storage +  1TB HDD,Intel Iris Plus Graphics 650,Windows 10,1.88kg,107067.3977359157
937.5461933103304,Apple,2 in 1 Convertible,12,IPS Panel Full HD 2160x1440,Intel Core M m7-6Y75 1.2GHz,1GB,512GB SSD,AMD R4 Graphics,Linux,1.85kg,274317.6965536323
461.7382705797673,Microsoft,Netbook,17.3,IPS Panel Full HD 1366x768,Intel Core M m3 1.2GHz,32GB,64GB SSD,AMD Radeon R7 Graphics,Windows 7,2kg,240024.07226259226
228.9432372466611,Lenovo,2 in 1 Convertible,11.3,IPS Panel Touchscreen 1920x1200,AMD Ryzen 1600 3.2GHz,8GB,512GB SSD +  256GB SSD,AMD FirePro W4190M,Windows 10,2.4kg,39418.947192171705
185.8394132412046,Lenovo,Netbook,27.3,IPS Panel Quad HD+ 2560x1440,Intel Atom X5-Z8350 1.44GHz,8GB,128GB SSD +  1TB HDD,Intel Iris Plus Graphics 650,Linux,2.5kg,94218.6292240804
427.5280993521394,Google,Notebook,12,IPS Panel Quad HD+ / Touchscreen 3200x1800,AMD A12-Series 9720P 3.6GHz,4GB,256GB SSD +  2TB HDD,Intel HD Graphics 520,Android,0.69kg,77808.6841487905
928.1857935785555,Google,Workstation,33.5,Touchscreen 1366x768,Intel Core i3 6006U 2GHz,6GB,32GB Flash Storage,Nvidia GeForce 150MX,Windows 10,1.12kg,240748.76170294877
50.48838590556194,Microsoft,Workstation,14,2560x1440,Intel Celeron Dual Core 3855U 1.6GHz,16GB,128GB SSD,Intel Iris Plus Graphics 640,macOS,3.25kg,111628.47364370599
1292.841992484875,Microsoft,2 in 1 Convertible,17,Quad HD+ 3200x1800,Intel Core i5 7440HQ 2.8GHz,2GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 960<U+039C>,No OS,1.85kg,203877.3058547458
407.5357236309457,Xiaomi,Workstation,14.1,IPS Panel 2560x1440,AMD E-Series E2-9000 2.2GHz,32GB,256GB SSD,Intel Graphics 620,Windows 7,2.6kg,303174.0570782924
429.7677547205435,MSI,Notebook,15.4,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7Y54 1.2GHz,4GB,128GB Flash Storage,Nvidia Quadro M1000M,Linux,1.37kg,114834.16923154636
487.2894191553096,Toshiba,2 in 1 Convertible,27.3,Touchscreen 2400x1600,Intel Xeon E3-1505M V6 3GHz,12GB,128GB Flash Storage,Nvidia GeForce GTX 940MX,Windows 10,2.03kg,118874.10787323909
580.6206894663502,Vero,Ultrabook,10.1,IPS Panel Full HD 1920x1200,AMD A9-Series A9-9420 3GHz,24GB,1TB SSD,Nvidia GeForce GTX 1070,Android,1.54kg,305120.99862540665
1295.0749141352726,Microsoft,Ultrabook,13.3,IPS Panel Full HD 1366x768,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD +  2TB HDD,Nvidia GeForce MX150,Android,1.38kg,270463.027030647
942.7220896255571,Vero,Workstation,15.4,1600x900,AMD A12-Series 9720P 2.7GHz,24GB,128GB SSD +  2TB HDD,AMD Radeon Pro 455,Mac OS X,2.8kg,309070.54595911404
459.9814154177745,HP,Ultrabook,13,Touchscreen / Quad HD+ 3200x1800,Intel Celeron Dual Core 3855U 1.6GHz,6GB,32GB HDD,Nvidia Quadro 3000M,Chrome OS,1.7kg,131981.01866555956
248.33663805539112,MSI,Netbook,17.3,IPS Panel Full HD 1920x1200,Intel Core i5 6260U 1.8GHz,2GB,1TB HDD +  1TB HDD,Intel Iris Pro Graphics,Android,0.97kg,15122.033657426247
908.8251004986294,Asus,Gaming,15.4,IPS Panel Full HD 1920x1200,Intel Core i7 7820HQ 2.9GHz,2GB,128GB Flash Storage,Intel HD Graphics 540,Windows 7,2kg,70521.62884349066
39.28432329749904,Mediacom,Ultrabook,14.1,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,32GB,128GB SSD,AMD Radeon R9 M385,Windows 10 S,4.5kg,181941.89271377272
1111.2945645215136,Asus,Notebook,?,4K Ultra HD 3840x2160,Intel Core i7 7560U 2.4GHz,32GB,512GB SSD +  1TB HDD,Nvidia GeForce 930M,Linux,2.36kg,44944.36319223209
17.352587984591885,Toshiba,Workstation,13.3,IPS Panel Full HD 1920x1200,Intel Core i7 2.9GHz,32GB,32GB Flash Storage,Nvidia GeForce MX130,Windows 7,2.25kg,266031.9801816062
1073.5430066227152,Google,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,12GB,32GB HDD,Nvidia GeForce GTX 965M,Windows 10 S,2.23kg,115326.22378060865
1083.6298934788028,HP,Ultrabook,17.3,IPS Panel Retina Display 2736x1824,AMD A6-Series 7310 2GHz,12GB,256GB SSD +  2TB HDD,Intel Iris Plus Graphics 640,No OS,2.29kg,241524.73562946398
1121.1863340345005,Fujitsu,Notebook,27.3,IPS Panel Full HD 1920x1200,AMD E-Series 9000 2.2GHz,12GB,500GB HDD,Nvidia GeForce 930MX ,Mac OS X,2.0kg,300861.20476069336
640.5420248709124,Lenovo,Workstation,10.1,1600x900,Intel Core i5 7200U 2.5GHz,64GB,512GB SSD +  2TB HDD,Nvidia GeForce GTX 940MX,Android,2.63kg,51912.30205514381
424.23210824449166,Apple,Netbook,35.6,IPS Panel Full HD 2560x1440,Intel Core i7 7820HK 2.9GHz,1GB,128GB HDD,Nvidia GeForce 920MX,Chrome OS,1.54kg,198411.24689462341
1065.3530995562764,Samsung,Gaming,11.6,Touchscreen 2400x1600,AMD A9-Series A9-9420 3GHz,6GB,1.0TB Hybrid,Intel HD Graphics 615,No OS,3.78kg,130758.68178569477
959.8928191298786,Xiaomi,Workstation,15,IPS Panel Touchscreen 1920x1200,Intel Pentium Quad Core N4200 1.1GHz,1GB,128GB SSD,Intel HD Graphics 515,Linux,1.24kg,243542.69967176457
1101.2584505587329,Asus,Gaming,27.3,Quad HD+ 3200x1800,Intel Celeron Dual Core N3350 2GHz,24GB,?,AMD Radeon RX 580,Chrome OS,1.86kg,126303.30533270394
383.44789918458196,Samsung,Ultrabook,24,4K Ultra HD / Touchscreen 3840x2160,AMD A10-Series 9600P 2.4GHz,4GB,16GB Flash Storage,Nvidia GeForce GT 940MX,Mac OS X,1.70kg,99976.74328813767
903.9367259664212,Fujitsu,Workstation,14.1,Touchscreen / 4K Ultra HD 3840x2160,Intel Atom x5-Z8350 1.44GHz,64GB,256GB SSD +  2TB HDD,Nvidia Quadro M620,Linux,1.74kg,166884.85907997726
576.0480296590996,Vero,Gaming,17,IPS Panel Full HD 2160x1440,Intel Core i7 2.2GHz,1GB,512GB SSD +  512GB SSD,AMD Radeon 520,Windows 10,1.13kg,64718.7452702547
1295.7351021856261,Dell,Workstation,17.3,IPS Panel Full HD 1920x1200,Intel Core i5 7200U 2.5GHz,1GB,256GB Flash Storage,Intel HD Graphics 500,Windows 7,1.44kg,248389.2142366766
1233.820485890654,MSI,Workstation,35.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,32GB,128GB HDD,AMD Radeon 530,Windows 7,2.33kg,206174.5179836334
330.0762561194413,Chuwi,Workstation,25.6,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Pentium Quad Core N3700 1.6GHz,1GB,32GB Flash Storage,Intel UHD Graphics 620,No OS,2.09kg,77337.03734157786
458.05565630874776,HP,Gaming,10.1,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7Y57 1.2GHz,32GB,512GB SSD +  2TB HDD,Nvidia GeForce 960M,macOS,3.52kg,156616.39876254337
1290.107666093331,Acer,Gaming,13.5,1920x1080,Intel Core i5 2.0GHz,12GB,128GB SSD,Intel HD Graphics 405,Windows 10,1.88kg,165570.9930135703
349.7540922110417,Microsoft,Netbook,13,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,1GB,8GB SSD,Nvidia GeForce GTX 940M,macOS,1.48kg,42067.736980276466
420.02773058910304,Lenovo,Ultrabook,13.5,1366x768,AMD E-Series 9000e 1.5GHz,2GB,32GB SSD,Nvidia GeForce 920MX,macOS,1.78kg,147598.3009301428
806.9346111538398,Samsung,Notebook,17,IPS Panel Retina Display 2304x1440,Intel Core i7 7Y75 1.3GHz,1GB,512GB SSD +  256GB SSD,AMD Radeon Pro 555,Mac OS X,7.2kg,93736.97868902645
1008.4784249971262,Acer,Gaming,13.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7Y54 1.2GHz,4GB,180GB SSD,AMD Radeon 520,No OS,2.34kg,196392.66843899092
324.86643266312996,Asus,Gaming,12.5,Quad HD+ / Touchscreen 3200x1800,AMD A9-Series A9-9420 3GHz,12GB,128GB Flash Storage,Intel Iris Graphics 540,Chrome OS,0.91kg,34315.04293632284
1273.9088605272218,Razer,Notebook,31.6,4K Ultra HD / Touchscreen 3840x2160,Intel Atom x5-Z8300 1.44GHz,6GB,128GB SSD +  2TB HDD,Nvidia Quadro M520M,Windows 10,1.86kg,106636.97071598291
18.959565314093265,Apple,Notebook,15.4,Touchscreen 1366x768,Intel Celeron Dual Core 3855U 1.6GHz,8GB,1.0TB HDD,AMD Radeon R2,Windows 10 S,2.08kg,189893.83963950272
123.80474838963555,Dell,Notebook,35.6,IPS Panel Full HD 2560x1440,AMD E-Series E2-9000 2.2GHz,6GB,512GB SSD,AMD Radeon R5 M420,Android,1.25kg,84638.66424952699
440.18540290138384,Xiaomi,2 in 1 Convertible,31.6,IPS Panel Full HD 2560x1440,Intel Celeron Dual Core N3350 1.1GHz,64GB,512GB SSD +  512GB SSD,Nvidia GeForce MX130,Android,3.2kg,147614.3699127887
580.400932442833,Fujitsu,Notebook,15,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,12GB,16GB SSD,Nvidia GeForce 150MX,Chrome OS,1.38kg,54136.41129893399
601.8244224153296,LG,Ultrabook,24,IPS Panel 4K Ultra HD 3840x2160,Intel Core i3 6006U 2.0GHz,1GB,16GB SSD,Intel HD Graphics 530,Chrome OS,2.16kg,64831.93573873637
742.4578257228973,LG,Ultrabook,33.5,IPS Panel Full HD / Touchscreen 1920x1080,AMD A6-Series A6-9220 2.5GHz,64GB,64GB Flash Storage +  1TB HDD,Nvidia GeForce 920MX ,Chrome OS,1.21kg,157282.4773470431
188.9566633429891,Mediacom,Gaming,18.4,4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y54 1.1GHz,1GB,32GB Flash Storage,Nvidia Quadro M2200,Windows 10,8.23kg,42036.558072350585
183.8863849747796,Huawei,Gaming,10.1,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.50GHz,32GB,1.0TB Hybrid,Intel Iris Graphics 550,No OS,2.69kg,231467.28611310702
999.0272515094503,Razer,Netbook,17.3,IPS Panel Full HD / Touchscreen 1920x1080,AMD E-Series 7110 1.8GHz,1GB,256GB SSD +  500GB HDD,AMD Radeon 530,Windows 10,2.83kg,243975.63093020773
835.0053932863503,Google,Gaming,11.3,1440x900,AMD A4-Series 7210 2.2GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GT 940MX,Windows 7,3.6kg,106508.87113432684
592.6616782711848,Acer,2 in 1 Convertible,31.6,IPS Panel Quad HD+ 2560x1440,Intel Core M m3-7Y30 2.2GHz,8GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 970M,macOS,3.74kg,91991.94618862554
281.1484346311907,LG,Ultrabook,11.3,Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,32GB,1.0TB Hybrid,Nvidia GeForce 940MX,Linux,2.25kg,272211.1500271206
1231.0036268492038,Chuwi,Ultrabook,15,IPS Panel Touchscreen 2560x1440,Intel Core i5 2.0GHz,16GB,512GB SSD,AMD Radeon RX 560,Android,1.98kg,257518.4244093464
1213.4282274686743,Huawei,Workstation,24,IPS Panel Quad HD+ 3200x1800,Intel Core i7 6560U 2.2GHz,2GB,64GB Flash Storage +  1TB HDD,Nvidia Quadro M620M,Mac OS X,2.36kg,89983.09559068384
